,id,party,name
623,4496,Conservative,"Mann, Scott"
624,1468,Labour,"Marris, Rob"
625,465,Labour,"Marsden, Gordon"
626,4768,Conservative,"Marson, Julie"
627,4678,Labour,"Martin, Sandy"
628,4471,Labour (Co-op),"Maskell, Rachael"
629,4245,Sinn Féin,"Maskey, Paul"
630,4625,Conservative,"Masterton, Paul"
631,4993,Labour,"Mather, Keir"
632,4408,Independent,"Matheson, Christian"
633,4404,Conservative,"Mathias, Dr Tania"
634,8,Conservative,"May, Mrs Theresa"
635,4739,Conservative,"Mayhew, Jerome"
636,3926,Conservative,"Maynard, Paul"
637,298,Labour,"McCabe, Steve"
638,4364,Scottish National Party,"McCaig, Callum"
639,4624,Sinn Féin,"McCallion, Elisha"
640,3963,Labour,"McCann, Mr Michael"
641,1491,Labour,"McCarthy, Kerry"
642,3953,Conservative,"McCartney, Jason"
643,4028,Conservative,"McCartney, Karl"
644,3949,Labour,"McClymont, Gregg"
645,193,Labour,"McDonagh, Dame Siobhain"
646,4269,Labour,"McDonald, Andy"
647,4461,Scottish National Party,"McDonald, Stewart Malcolm"
648,4393,Scottish National Party,"McDonald, Stuart C"
649,1596,Social Democratic & Labour Party,"McDonnell, Dr Alasdair"
650,178,Independent,"McDonnell, John"
651,4646,Independent,"McElduff, Barry"
652,1587,Labour,"McFadden, Pat"
653,4428,Independent,"McGarry, Natalie"
654,4458,Independent,"McGinn, Conor"
655,4083,Labour,"McGovern, Alison"
656,1515,Labour,"McGovern, Jim"
657,651,Sinn Féin,"McGuinness, Mr Martin"
658,636,Labour,"McGuire, Dame Anne"
659,4342,Labour,"McInnes, Liz"
660,1419,Labour,"McKechin, Ann"
661,4246,Labour,"McKenzie, Iain"
662,4125,Labour,"McKinnell, Catherine"
663,4437,Scottish National Party,"McLaughlin, Anne"
664,4569,Labour (Co-op),"McMahon, Jim"
665,4632,Labour,"McMorrin, Anna"
666,4424,Scottish National Party,"McNally, John"
667,4093,Conservative,"McPartland, Stephen"
668,4084,Conservative,"McVey, Esther"
669,454,Labour,"Meacher, Mr Michael"
670,361,Labour,"Meale, Sir Alan"
671,4000,Labour,"Mearns, Ian"
672,3959,Conservative,"Mensch, Mrs Louise"
673,3998,Independent,"Menzies, Mark"
674,4485,Conservative,"Mercer, Johnny"
675,1435,Independent,"Mercer, Patrick"
676,4442,Conservative,"Merriman, Huw"
677,4092,Conservative,"Metcalfe, Stephen"
678,562,Labour (Co-op),"Michael, Alun"
679,1452,Labour,"Miliband, David"
680,1510,Labour,"Miliband, Ed"
681,4746,Conservative,"Millar, Robin"
682,428,Labour,"Miller, Andrew"
683,1480,Conservative,"Miller, Dame Maria"
684,4454,Conservative,"Milling, Dame Amanda"
685,4136,Conservative,"Mills, Nigel"
686,1523,Independent,"Milton, Anne"
687,4811,Labour,"Mishra, Navendu"
688,1211,Conservative,"Mitchell, Mr Andrew"
689,372,Labour,"Mitchell, Austin"
690,4804,Conservative,"Mohindra, Mr Gagan"
691,4274,Sinn Féin,"Molloy, Francie"
692,4443,Scottish National Party,"Monaghan, Carol"
693,4383,Scottish National Party,"Monaghan, Dr Paul"
694,1490,Labour,"Moon, Mrs Madeleine"
695,4669,Conservative,"Moore, Damien"
696,638,Liberal Democrat,"Moore, Michael"
697,4861,Conservative,"Moore, Robbie"
698,4656,Liberal Democrat,"Moran, Layla"
699,4017,Conservative,"Mordaunt, Penny"
700,1548,Labour,"Morden, Jessica"
701,4934,Liberal Democrat,"Morgan, Helen"
702,4653,Labour,"Morgan, Stephen"
703,4012,Labour,"Morrice, Graeme"
704,4249,Conservative,"Morris, Anne Marie"
705,4135,Conservative,"Morris, David"
706,3973,Labour,"Morris, Grahame"
707,3992,Conservative,"Morris, James"
708,4759,Conservative,"Morrissey, Joy"
709,4916,Conservative,"Mortimer, Jill"
710,4358,Conservative,"Morton, Wendy"
711,3954,Conservative,"Mosley, Stephen"
712,4080,Conservative,"Mowat, David"
713,414,Labour,"Mudie, Mr George"
714,1540,Liberal Democrat,"Mulholland, Greg"
715,4860,Conservative,"Mullan, Dr Kieran"
716,4468,Scottish National Party,"Mullin, Roger"
717,4867,Conservative,"Mumby-Croft, Holly"
718,1512,Conservative,"Mundell, David"
719,1448,Labour (Co-op),"Munn, Meg"
720,4089,Liberal Democrat,"Munt, Tessa"
721,1595,Sinn Féin,"Murphy, Conor"
722,595,Labour,"Murphy, Mr Jim"
723,3966,Labour,"Murray, Ian"
724,4797,Labour (Co-op),"Murray, James"
725,4100,Conservative,"Murray, Mrs Sheryll"
726,1466,Conservative,"Murrison, Dr Andrew"
727,4082,Labour,"Nandy, Lisa"
728,3909,Labour,"Nash, Pamela"
729,1601,Conservative,"Neill, Sir Robert"
730,4420,Scottish National Party,"Newlands, Gavin"
731,1488,Conservative,"Newmark, Mr Brooks"
732,4071,Conservative,"Newton, Sarah"
733,4799,Labour,"Nichols, Charlotte"
734,4851,Conservative,"Nici, Lia"
735,4415,Scottish National Party,"Nicolson, John"
736,4048,Conservative,"Nokes, Caroline"
737,3991,Conservative,"Norman, Jesse"
738,4641,Labour (Co-op),"Norris, Alex"
739,4140,Conservative,"Nuttall, Mr David"
740,4679,Conservative,"O'Brien, Neil"
741,427,Conservative,"O'Brien, Mr Stephen"
742,3964,Labour,"O'Donnell, Fiona"
743,4006,Conservative,"Offord, Dr Matthew"
744,4371,Scottish National Party,"O'Hara, Brendan"
745,4141,Conservative,"Ollerenshaw, Eric"
746,4591,Liberal Democrat,"Olney, Sarah"
747,4661,Independent,"O'Mara, Jared"
748,4629,Independent,"Onasanya, Fiona"
749,4464,Labour,"Onn, Melanie"
750,4124,Labour,"Onwurah, Chi"
751,4142,Conservative,"Opperman, Guy"
752,4820,Labour,"Oppong-Asare, Ms Abena"
753,4515,Labour (Co-op),"Osamor, Kate"
754,1458,Conservative,"Osborne, Mr George"
755,4783,Labour,"Osborne, Kate"
756,576,Labour,"Osborne, Sandra"
757,4413,Scottish National Party,"Oswald, Kirsten"
758,157,Conservative,"Ottaway, Sir Richard"
759,4779,Labour,"Owatemi, Taiwo"
760,1474,Labour,"Owen, Albert"
761,4777,Labour,"Owen, Sarah"
762,124,Conservative,"Paice, Sir James"
763,4129,Democratic Unionist Party,"Paisley, Ian"
764,4072,Conservative,"Parish, Neil"
765,4066,Conservative,"Patel, Priti"
766,274,Conservative,"Paterson, Mr Owen"
767,4392,Scottish National Party,"Paterson, Steven"
768,4052,Conservative,"Pawsey, Mark"
769,4607,Labour,"Peacock, Stephanie"
770,4003,Labour,"Pearce, Teresa"
771,1528,Conservative,"Penning, Sir Mike"
772,4520,Labour,"Pennycook, Matthew"
773,1584,Conservative,"Penrose, John"
774,3939,Conservative,"Percy, Andrew"
775,3952,Labour,"Perkins, Mr Toby"
776,3974,Conservative,"Perry, Claire"
777,4370,Labour,"Phillips, Jess"
778,4054,Conservative,"Phillips, Stephen"
779,4046,Labour,"Phillipson, Bridget"
780,4503,Conservative,"Philp, Chris"
781,4665,Labour,"Pidcock, Laura"
782,4075,Independent,"Pincher, Christopher"
783,4673,Labour (Co-op),"Platt, Jo"
784,4682,Labour (Co-op),"Pollard, Luke"
785,3932,Labour,"Poulter, Dr Dan"
786,161,Labour,"Pound, Stephen"
787,4522,Conservative,"Pow, Rebecca"
788,4263,Labour (Co-op),"Powell, Lucy"
789,4401,Conservative,"Prentis, Victoria"
790,1424,Conservative,"Prisk, Mr Mark"
791,1576,Conservative,"Pritchard, Mark"
792,1454,Liberal Democrat,"Pugh, John"
793,4369,Conservative,"Pursglove, Tom"
794,4917,Scottish National Party,"Qaisar, Ms Anum"
795,4507,Conservative,"Quin, Sir Jeremy"
796,4423,Conservative,"Quince, Will"
797,3924,Labour,"Qureshi, Yasmin"
798,4007,Conservative,"Raab, Dominic"
799,4845,Conservative,"Randall, Tom"
800,4670,Labour,"Rashid, Faisal"
801,4356,Labour,"Rayner, Angela"
802,171,Labour,"Raynsford, Mr Nick"
803,4049,UK Independence Party,"Reckless, Mark"
804,14,Conservative,"Redwood, Sir John"
805,1503,Labour,"Reed, Mr Jamie"
806,4268,Labour (Co-op),"Reed, Steve"
807,4525,Labour (Co-op),"Rees, Christina"
808,4099,Conservative,"Rees-Mogg, Sir Jacob"
809,3978,Conservative,"Reevell, Simon"
810,4620,Labour,"Reeves, Ellie"
811,4031,Labour,"Reeves, Rachel"
812,1385,Liberal Democrat,"Reid, Mr Alan"
813,4077,Labour,"Reynolds, Emma"
814,4119,Labour (Co-op),"Reynolds, Jonathan"
815,4764,Labour,"Ribeiro-Addy, Bell"
816,4868,Conservative,"Richards, Nicola"
817,4840,Conservative,"Richardson, Angela"
818,1191,Independent,"Rifkind, Sir Malcolm"
819,4457,Labour,"Rimmer, Ms Marie"
820,1525,Labour (Co-op),"Riordan, Mrs Linda"
821,4810,Independent,"Roberts, Mr Rob"
822,1433,Scottish National Party,"Robertson, Angus"
823,1415,Conservative,"Robertson, Sir Hugh"
824,605,Labour,"Robertson, John"
825,253,Conservative,"Robertson, Mr Laurence"
826,4360,Democratic Unionist Party,"Robinson, Gavin"
827,307,Labour,"Robinson, Mr Geoffrey"
828,4406,Conservative,"Robinson, Mary"
829,4654,Labour,"Rodda, Matt"
830,1504,Liberal Democrat,"Rogerson, Dan"
831,1447,Conservative,"Rosindell, Andrew"
832,4627,Conservative,"Ross, Douglas"
833,4035,Labour,"Rotheram, Steve"
834,4628,Labour,"Rowley, Danielle"
835,4652,Conservative,"Rowley, Lee"
836,626,Labour,"Roy, Mr Frank"
837,1608,Labour,"Roy, Lindsay"
838,534,Labour,"Ruane, Chris"
839,3983,Independent,"Rudd, Amber"
840,190,Labour,"Ruddock, Dame Joan"
841,133,Conservative,"Ruffley, Mr David"
842,35,Liberal Democrat,"Russell, Sir Bob"
843,4812,Conservative,"Russell, Dean"
844,4615,Labour (Co-op),"Russell-Moyle, Lloyd"
845,4033,Conservative,"Rutley, David"
846,166,The Independent Group for Change,"Ryan, Joan"
847,577,Scottish National Party,"Salmond, Alex"
848,4760,Conservative,"Sambrook, Gary"
849,4506,Liberal Democrat,"Sandbach, Antoinette"
850,237,Liberal Democrat,"Sanders, Mr Adrian"
851,4094,Conservative,"Sandys, Laura"
852,3981,Labour,"Sarwar, Anas"
853,4521,Plaid Cymru,"Saville Roberts, Liz"
854,4265,Labour (Co-op),"Sawford, Andy"
855,4863,Conservative,"Saxby, Selaine"
856,1534,Conservative,"Scott, Mr Lee"
857,4414,Conservative,"Scully, Paul"
858,1552,Labour,"Seabeck, Alison"
859,4681,Conservative,"Seely, Bob"
860,1453,Conservative,"Selous, Andrew"
861,4409,Labour,"Shah, Naz"
862,4998,Labour,"Shanks, Michael"
863,4131,Democratic Unionist Party,"Shannon, Jim"
864,1582,Conservative,"Shapps, Grant"
865,4014,Conservative,"Sharma, Sir Alok"
866,1604,Labour,"Sharma, Mr Virendra"
867,411,Labour (Co-op),"Sheerman, Mr Barry"
868,3997,Conservative,"Shelbrooke, Sir Alec"
869,295,Conservative,"Shepherd, Sir Richard"
870,4453,Scottish National Party,"Sheppard, Tommy"
871,1464,Labour,"Sheridan, Jim"
872,4426,Labour,"Sherriff, Paula"
873,4013,Independent,"Shuker, Mr Gavin"
874,4518,Labour,"Siddiq, Tulip"
875,4872,Conservative,"Simmonds, David"
876,1393,Conservative,"Simmonds, Mark"
877,1597,Democratic Unionist Party,"Simpson, David"
878,126,Conservative,"Simpson, Mr Keith"
879,404,Labour,"Singh, Mr Marsha"
880,4021,Conservative,"Skidmore, Chris"
881,325,Labour,"Skinner, Mr Dennis"
882,1516,Labour,"Slaughter, Andy"
883,4738,Scottish National Party,"Smith, Alyn"
884,95,Labour,"Smith, Mr Andrew"
885,1564,Liberal Democrat,"Smith, Angela"
886,4436,Labour,"Smith, Cat"
887,1609,Conservative,"Smith, Chloe"
888,4609,Labour,"Smith, Eleanor"
889,4778,Conservative,"Smith, Greg"
890,3960,Conservative,"Smith, Henry"
891,4456,Labour,"Smith, Jeff"
892,4118,Conservative,"Smith, Sir Julian"
893,4648,Labour,"Smith, Laura"
894,3928,Labour,"Smith, Nick"
895,4042,Labour,"Smith, Owen"
896,639,Liberal Democrat,"Smith, Sir Robert"
897,4478,Conservative,"Smith, Royston"
898,4444,Labour,"Smyth, Karin"
899,4595,Labour (Co-op),"Snell, Gareth"
900,4658,Labour (Co-op),"Sobel, Alex"
901,4372,Conservative,"Solloway, Amanda"
902,3938,The Independent Group for Change,"Soubry, Anna"
903,1592,Labour,"Soulsby, Sir Peter"
904,318,Labour,"Spellar, John"
905,312,Conservative,"Spelman, Dame Caroline"
906,4785,Conservative,"Spencer, Dr Ben"
907,4055,Conservative,"Spencer, Sir Mark"
908,4866,Conservative,"Stafford, Alexander"
909,91,Conservative,"Stanley, Sir John"
910,4514,Labour,"Starmer, Sir Keir"
911,4463,Scottish National Party,"Stephens, Chris"
912,4044,Conservative,"Stephenson, Andrew"
913,4425,Labour,"Stevens, Jo"
914,4750,Conservative,"Stevenson, Jane"
915,3942,Conservative,"Stevenson, John"
916,3919,Conservative,"Stewart, Bob"
917,4015,Conservative,"Stewart, Iain"
918,4137,Independent,"Stewart, Rory"
919,4612,Liberal Democrat,"Stone, Jamie"
920,5000,Labour,"Strathern, Alistair"
921,463,Independent,"Straw, Mr Jack"
922,234,Conservative,"Streeter, Sir Gary"
923,4504,Labour,"Streeting, Wes"
924,3935,Conservative,"Stride, Mel"
925,449,Labour,"Stringer, Graham"
926,1482,Conservative,"Stuart, Graham"
927,4079,Conservative,"Sturdy, Julian"
928,4786,Independent,"Sultana, Zarah"
929,4483,Conservative,"Sunak, Rishi"
930,4767,Conservative,"Sunderland, James"
931,403,Labour,"Sutcliffe, Mr Gerry"
932,4045,Liberal Democrat,"Swales, Ian"
933,55,Conservative,"Swayne, Sir Desmond"
934,4642,Labour (Co-op),"Sweeney, Mr Paul"
935,1513,Liberal Democrat,"Swinson, Jo"
936,245,Conservative,"Syms, Sir Robert"
937,1383,Labour,"Tami, Mark"
938,348,Conservative,"Tapsell, Sir Peter"
939,4829,Labour,"Tarry, Sam"
940,1170,Liberal Democrat,"Teather, Sarah"
941,4430,Scottish National Party,"Thewliss, Alison"
942,4532,Conservative,"Thomas, Derek"
943,177,Labour (Co-op),"Thomas, Gareth"
944,4479,Labour,"Thomas-Symonds, Nick"
945,4482,Scottish National Party,"Thompson, Owen"
946,4422,Independent,"Thomson, Michelle"
947,4796,Scottish National Party,"Thomson, Richard"
948,4599,Conservative,"Thomson, Ross"
949,1536,Labour,"Thornberry, Emily"
950,4273,Liberal Democrat,"Thornton, Mr Mike"
951,4447,Conservative,"Throup, Maggie"
952,163,Labour,"Timms, Sir Stephen"
953,1605,Conservative,"Timpson, Edward"
954,4487,Conservative,"Tolhurst, Kelly"
955,4105,Conservative,"Tomlinson, Justin"
956,4497,Conservative,"Tomlinson, Michael"
957,4509,Conservative,"Tracey, Craig"
958,335,Conservative,"Tredinnick, David"
959,4531,Conservative,"Trevelyan, Anne-Marie"
960,410,Labour,"Trickett, Jon"
961,4780,Conservative,"Trott, Laura"
962,4097,Conservative,"Truss, Elizabeth"
963,4994,Conservative,"Tuckwell, Steve"
964,4462,Conservative,"Tugendhat, Tom"
965,4449,Labour (Co-op),"Turley, Anna"
966,1426,Conservative,"Turner, Mr Andrew"
967,4030,Labour,"Turner, Karl"
968,429,Labour,"Twigg, Derek"
969,167,Labour (Co-op),"Twigg, Stephen"
970,4618,Labour,"Twist, Liz"
971,4128,Liberal Democrat,"Umunna, Chuka"
972,4078,Conservative,"Uppal, Paul"
973,1496,Conservative,"Vara, Shailesh"
974,338,Labour,"Vaz, Keith"
975,4076,Labour,"Vaz, Valerie"
976,3957,Conservative,"Vickers, Martin"
977,4844,Conservative,"Vickers, Matt"
978,1500,Conservative,"Villiers, Theresa"
979,4871,Labour,"Wakeford, Christian"
980,1493,Conservative,"Walker, Sir Charles"
981,4091,Conservative,"Walker, Mr Robin"
982,4649,Labour,"Walker, Thelma"
983,1539,Conservative,"Wallace, Mr Ben"
984,286,Labour,"Walley, Joan"
985,4766,Conservative,"Wallis, Dr Jamie"
986,244,Conservative,"Walter, Mr Robert"
987,4526,Independent,"Warburton, David"
988,3923,Liberal Democrat,"Ward, Mr David"
989,4361,Conservative,"Warman, Matt"
990,1462,Conservative,"Watkinson, Dame Angela"
991,4677,Conservative,"Watling, Giles"
992,3984,Conservative,"Weatherley, Mike"
993,5025,Labour,"Webb, Chris"
994,220,Liberal Democrat,"Webb, Steve"
995,4802,Conservative,"Webb, Suzanne"
996,4848,Independent,"Webbe, Claudia"
997,1384,Scottish National Party,"Weir, Mike"
998,4523,Labour,"West, Catherine"
999,4979,Labour,"Western, Andrew"
1000,4617,Labour,"Western, Matt"
1001,4527,Conservative,"Whately, Helen"
1002,4053,Conservative,"Wheeler, Mrs Heather"
1003,4114,Conservative,"White, Chris"
1004,3911,Scottish National Party,"Whiteford, Dr Eilidh"
1005,62,Labour,"Whitehead, Dr Alan"
1006,4626,Labour,"Whitfield, Martin"
1007,4385,Scottish National Party,"Whitford, Dr Philippa"
1008,4755,Labour,"Whitley, Mick"
1009,3940,Conservative,"Whittaker, Craig"
1010,39,Conservative,"Whittingdale, Sir John"
1011,4869,Labour,"Whittome, Nadia"
1012,156,Labour,"Wicks, Malcolm"
1013,1428,Conservative,"Wiggin, Sir Bill"
1014,4787,Conservative,"Wild, James"
1015,4438,Conservative,"Williams, Craig"
1016,1397,Plaid Cymru,"Williams, Hywel"
1017,1498,Liberal Democrat,"Williams, Mr Mark"
1018,4666,Labour,"Williams, Dr Paul"
1019,1394,Liberal Democrat,"Williams, Roger"
1020,1492,Liberal Democrat,"Williams, Stephen"
1021,3976,Independent,"Williamson, Chris"
1022,4108,Conservative,"Williamson, Sir Gavin"
1023,1497,Liberal Democrat,"Willott, Jenny"
1024,4448,Scottish National Party,"Wilson, Corri"
1025,4776,Liberal Democrat,"Wilson, Munira"
1026,1603,Labour,"Wilson, Phil"
1027,1556,Conservative,"Wilson, Mr Rob"
1028,1593,Democratic Unionist Party,"Wilson, Sammy"
1029,316,Labour,"Winnick, Mr David"
1030,4809,Labour,"Winter, Beth"
1031,390,Labour,"Winterton, Dame Rosie"
1032,1440,Scottish National Party,"Wishart, Pete"
1033,4073,Liberal Democrat,"Wollaston, Dr Sarah"
1034,401,Labour,"Wood, Mike"
1035,4384,Conservative,"Wood, Mike"
1036,98,Labour,"Woodward, Mr Shaun"
1037,453,Labour,"Woolas, Mr Phil"
1038,4429,Independent,"Wragg, Mr William"
1039,1461,Labour,"Wright, David"
1040,1478,Labour,"Wright, Mr Iain"
1041,1560,Conservative,"Wright, Sir Jeremy"
1042,4096,Liberal Democrat,"Wright, Simon"
1043,4598,Labour,"Yasin, Mohammad"
1044,136,Conservative,"Yeo, Mr Tim"
1045,4825,Conservative,"Young, Jacob"
1046,4113,Conservative,"Zahawi, Nadhim"
1047,4382,Labour,"Zeichner, Daniel"
